caseid,weight,treatment,q16,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q21_9,q21_10,q1s,q6s,q3s,q4a,q4b,q5,q7,q135,q136,q137,q123,q124,q125,q129s,q130s,q131s,q132s,q141s,birthyr,gender,race,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,casualties,casualties_dummy,casualties_9,casualties_50,casualties_250,democracy,nuclear,ally,q135a,mc_1,mc_1_broad,mc_2,mc_3,mc_all,mc_all_broad,casualties_dummy_perceived,casualties_perceived,casualties_9_perceived,casualties_50_perceived,casualties_250_perceived,nuclear_perceived,ally_perceived,commitments,honorable,interests,prevent,age,female,republican,democrat,nationalism,nationalism_dummy,hawkishness,hawkishness_dummy,isolationism,isolationism_dummy,stronger_nonmilitary,stronger_military,stronger_military2,moderate_nonmilitary,moderate_military,weak_nonmilitary,weak_military,x_noforce,x_force,t_mean_noforce,t_upper_noforce,t_lower_noforce,t_mean_force,t_upper_force,t_lower_force,pvalue_force,pvalue_noforce,x_9,x_50,x_250,t_mean_9,t_upper_9,t_lower_9,t_mean_50,t_upper_50,t_lower_50,t_mean_250,t_upper_250,t_lower_250,pvalue_0_9,pvalue_9_50,pvalue_50_250,_est_m1,_est_m1a,_est_m3,_est_m3a,_est_m4,_est_m4a,_est_m2a,_est_m2
1464919537,.798362658416322,Group 11,22046,not selected,selected,not selected,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations,Somewhat superior,Very many,Somewhat agree,50,0,Yes,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,2000,Female,Two or more races,Some college,Never married,Student,"$150,000 - $199,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Virginia,Yes,Very liberal,Only now and then,Atheist,Never,No,Not at all important,Never,1937852679000,1937853386000,50,1,0,1,0,0,0,1,50,1,1,1,1,1,1,1,50,0,1,0,0,1,1,0,0,0,2.0999999,1,0,1,1.3333334,0,1.3333334,0,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464862761,.869668911783907,Group 22,7730,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,selected,Somewhat agree,Somewhat agree,Somewhat disagree,Can't be too careful,A little superior,Some,Somewhat disagree,9,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,1966,Female,White,Post-grad,Married,Full-time,"$120,000 - $149,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New Jersey,Yes,Liberal,Some of the time,Roman Catholic,Seldom,No,Not too important,A few times a month,1937853056000,1937853393000,9,1,1,0,0,1,1,0,9,1,1,1,0,0,0,1,9,1,0,0,1,1,0,1,1,1,5.5,1,0,1,1.3333334,0,1.6666666,0,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1463856643,.632551903377752,Group 9,76207,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,selected,not selected,not selected,selected,not selected,selected,selected,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,A little superior,Some,Somewhat disagree,0,0,Yes,Yes,,Send ground troops to attack Country A's forces,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1959,Female,White,2-year,Divorced,Full-time,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Did not vote for President,Joe Biden,Texas,Yes,Moderate,Some of the time,Nothing in particular,Never,No,Not at all important,Never,1937852924000,1937853401000,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,6.1999998,1,0,1,1.3333334,0,2,0,1,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464380577,.858368800403872,Group 14,56560,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,not selected,Somewhat agree,Neither agree nor disagree,Strongly agree,Can't be too careful,Very superior,Some,Somewhat disagree,9,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,1946,Male,White,Some college,Never married,Retired,"$10,000 - $19,999",No,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,Minnesota,No,Liberal,Only now and then,Nothing in particular,Seldom,No,Not too important,Once a day,1937852733000,1937853409000,9,1,1,0,0,0,1,1,9,1,1,1,1,1,1,1,9,1,0,0,1,1,1,1,1,0,7.5,0,0,1,2.6666667,1,3,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464125587,1.40989724005665,Group 29,38583,not selected,not selected,selected,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,Very superior,None,Somewhat agree,0,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,1955,Female,White,Post-grad,Married,Retired,"$120,000 - $149,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Tennessee,Yes,Very conservative,Most of the time,Roman Catholic,Once a week,Yes,Very important,Several times a day,1937852758000,1937853419000,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,6.5999999,1,1,0,4,1,4,1,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463612189,.8610275285692049,Group 27,45371,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,Strongly disagree,Strongly agree,Somewhat disagree,Can trust other nations,Not at all superior,Very many,Somewhat disagree,50,0,Yes,0,Impose economic sanctions on the attacker,,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,1982,Female,White,Post-grad,Married,Homemaker,"$120,000 - $149,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Ohio,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,1937853051000,1937853451000,50,1,0,1,0,1,0,1,50,1,1,1,1,1,1,1,50,0,1,0,0,1,1,1,1,1,3.9000001,1,0,1,0,0,.33333334,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464501219,.716104118501101,Group 1,58801,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,selected,selected,Strongly disagree,Strongly agree,Neither agree nor disagree,Can trust other nations,Not at all superior,Some,Somewhat disagree,0,0,0,0,Lodge a diplomatic protest,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,1978,Female,White,Post-grad,Married,Permanently disabled,"$50,000 - $59,999",No,Other,Lean Democrat,Did not vote for President,Joe Biden,North Dakota,Yes,Very liberal,Most of the time,Protestant,Seldom,No,Very important,Several times a day,1937853153000,1937853454000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.3000002,1,0,0,.66666669,0,.66666669,0,1,0,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464921575,.8645684333145151,Group 17,48371,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations,A little superior,Very many,Neither agree nor disagree,0,0,0,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,1971,Male,White,4-year,Married,Full-time,Prefer not to say,Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Michigan,Yes,Liberal,Most of the time,Agnostic,Seldom,No,Not at all important,Seldom,1937852397000,1937853457000,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,5,0,0,1,.66666669,0,1.6666666,0,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464926703,.936100453510606,Group 29,30306,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat disagree,Strongly agree,Somewhat agree,Can trust other nations,Not at all superior,Very many,Neither agree nor disagree,0,Yes,Yes,0,Impose economic sanctions on the attacker,,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,1996,Male,White,4-year,Never married,Full-time,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Pennsylvania,Yes,Very liberal,Most of the time,Nothing in particular,Seldom,No,Not at all important,Seldom,1937853005000,1937853467000,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,2.5,0,0,1,0,0,1.3333334,0,2,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464918229,1.12461264617904,Group 21,28673,not selected,selected,selected,selected,not selected,selected,not selected,selected,selected,selected,selected,selected,not selected,selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,Somewhat superior,None,Neither agree nor disagree,0,Yes,0,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,1962,Male,White,Some college,Married,Part-time,"$40,000 - $49,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,North Carolina,Yes,Conservative,Some of the time,Something else,Seldom,Yes,Very important,Several times a day,1937853116000,1937853481000,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,5.9000001,0,0,0,3.3333333,1,4,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464301043,.783649723663853,Group 1,11729,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Very superior,Some,Somewhat disagree,0,0,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,1940,Male,White,2-year,Married,Retired,"$80,000 - $99,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Yes,Liberal,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Once a week,1937852651000,1937853497000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8.1000004,0,0,1,2.6666667,1,2.3333333,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464484153,.791353277470925,Group 12,12110,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,Strongly disagree,Somewhat disagree,Somewhat agree,Can't be too careful,Somewhat superior,A few,Strongly disagree,250,0,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,1961,Male,White,Post-grad,Married,Retired,"$40,000 - $49,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Yes,Moderate,Most of the time,Roman Catholic,A few times a year,No,Very important,Once a day,1937852963000,1937853533000,250,1,0,0,1,0,0,1,250,1,1,1,1,1,1,1,250,0,0,1,0,1,1,1,1,1,6,0,0,1,2.6666667,1,2,0,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464918271,.760566219332887,Group 4,42701,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful,Not at all superior,Some,Somewhat disagree,250,0,0,0,Impose economic sanctions on the attacker,,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1958,Female,White,Some college,Married,Homemaker,"$60,000 - $69,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Kentucky,Yes,Moderate,Some of the time,Protestant,More than once a week,No,Very important,Several times a day,1937852907000,1937853540000,250,1,0,0,1,0,0,0,250,1,1,1,1,1,1,1,250,0,0,1,0,0,0,1,1,0,6.3000002,1,0,1,.66666669,0,1.6666666,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464010305,.946246616852377,Group 1,93637,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Not at all superior,None,Neither agree nor disagree,0,0,0,Yes,,Use nuclear weapons against Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1967,Female,White,No HS,Married,Homemaker,"$10,000 - $19,999",No,Not sure,Independent,Did not vote for President,Did not vote for President,California,Yes,Not sure,Don't know,Nothing in particular,Never,Yes,Not too important,Never,1937853321000,1937853549000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.4000001,1,0,0,2,0,2,0,2,0,,1,1,,0,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464519739,1.47867522270284,Group 19,89044,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Somewhat superior,None,Strongly disagree,50,0,0,0,Impose economic sanctions on the attacker,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,1959,Male,Hispanic,4-year,Married,Retired,"$100,000 - $119,999",No,Independent,Independent,Did not vote for President,Donald Trump,Nevada,Yes,Conservative,Most of the time,Protestant,A few times a year,No,Somewhat important,Several times a day,1937853155000,1937853550000,50,1,0,1,0,1,0,0,50,1,1,1,1,1,1,1,50,0,1,0,0,0,1,1,0,0,6.1999998,0,0,0,3.3333333,1,2.6666667,1,0,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464926725,.750789636894782,Group 5,6880,not selected,not selected,selected,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Very superior,None,Somewhat disagree,0,Yes,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1946,Male,White,Post-grad,Divorced,Full-time,"$50,000 - $59,999",No,Republican,Strong Republican,Donald Trump,Joe Biden,Connecticut,Yes,Conservative,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Never,1937853020000,1937853562000,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,7.5,0,1,0,4,1,2.6666667,1,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464926857,.8610275285692049,Group 7,55416,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,selected,not selected,not selected,selected,selected,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful,A little superior,Some,Somewhat disagree,50,Yes,0,0,Impose economic sanctions on the attacker,,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,1982,Female,White,Post-grad,Never married,Full-time,"$100,000 - $119,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Minnesota,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,1937853115000,1937853564000,50,1,0,1,0,0,1,0,50,1,1,1,1,1,1,1,50,0,1,0,1,0,0,0,0,0,3.9000001,1,0,1,1.3333334,0,1.6666666,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464911303,.867594825964376,Group 15,79932,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,selected,not selected,not selected,selected,not selected,selected,selected,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful,Somewhat superior,Some,Somewhat disagree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1952,Female,White,4-year,Married,Retired,"$120,000 - $149,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Texas,Yes,Liberal,Most of the time,Agnostic,Never,No,Somewhat important,A few times a month,1937851795000,1937853565000,50,1,0,1,0,0,1,1,50,1,1,1,1,1,1,1,50,0,1,0,1,1,1,1,1,0,6.9000001,1,0,1,2,0,1.6666666,0,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464704573,.664552960482189,Group 11,33629,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,selected,selected,selected,selected,Strongly disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful,Somewhat superior,Some,Somewhat agree,50,0,Yes,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,1978,Male,Asian,Post-grad,Married,Full-time,"$350,000 - $499,999",Yes,Independent,Lean Democrat,Did not vote for President,Joe Biden,Florida,Yes,Moderate,Some of the time,Roman Catholic,Once a week,No,Very important,Several times a day,1937853187000,1937853570000,50,1,0,1,0,0,0,1,50,1,1,1,1,1,1,1,50,0,1,0,0,1,0,0,1,0,4.3000002,0,0,0,2,0,1,0,3,1,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464826897,.715383939596037,Group 32,62952,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Somewhat superior,Some,Neither agree nor disagree,0,0,0,Yes,,Send ground troops to attack Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1977,Female,White,High school graduate,Domestic / civil partnership,Unemployed,"$40,000 - $49,999",Yes,Republican,Not very strong Republican,Did not vote for President,Joe Biden,Illinois,Yes,Moderate,Only now and then,Protestant,Don't know,No,Not too important,Don't know,1937849154000,1937853576000,250,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4000001,1,1,0,2,0,2,0,2,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464050871,1.19756466440742,Group 26,37064,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,Somewhat agree,Somewhat disagree,Strongly agree,Can't be too careful,A little superior,A few,Somewhat agree,9,0,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,1946,Female,White,Some college,Widowed,Retired,"$20,000 - $29,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Tennessee,Yes,Very conservative,Some of the time,Protestant,Seldom,No,Somewhat important,Several times a day,1937852992000,1937853583000,9,1,1,0,0,1,0,1,9,1,1,1,1,1,1,1,9,1,0,0,0,1,1,1,1,1,7.5,1,1,0,2,0,3.3333333,1,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464926737,.774798333082205,Group 2,89523,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,selected,selected,not selected,selected,not selected,selected,selected,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations,Somewhat superior,Some,Somewhat disagree,9,0,0,0,Impose economic sanctions on the attacker,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1962,Male,White,Some college,Married,Full-time,"$150,000 - $199,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Nevada,Yes,Very liberal,Most of the time,Nothing in particular,Seldom,No,Not at all important,A few times a month,1937853028000,1937853583000,9,1,1,0,0,0,0,0,9,1,1,1,1,1,1,1,9,1,0,0,0,0,1,1,1,0,5.9000001,0,0,1,2,0,1.6666666,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464927043,1.14865743214718,Group 3,79413,not selected,not selected,not selected,selected,not selected,selected,not selected,selected,selected,selected,not selected,not selected,selected,selected,selected,Strongly agree,Somewhat agree,Somewhat agree,Can't be too careful,Very superior,A few,Somewhat agree,50,0,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,1967,Female,White,Some college,Married,Full-time,"$10,000 - $19,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Texas,Yes,Very conservative,Most of the time,Protestant,Once or twice a month,Yes,Very important,Once a day,1937853232000,1937853584000,50,1,0,1,0,0,0,0,50,1,1,1,1,1,1,1,50,0,1,0,0,0,0,0,0,1,5.4000001,1,1,0,3.3333333,1,2.6666667,1,3,1,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464102847,.870059761087564,Group 20,32804,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful,Not at all superior,A few,Somewhat disagree,250,0,0,0,Lodge a diplomatic protest,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1953,Male,White,4-year,Married,Full-time,"$100,000 - $119,999",No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Florida,Yes,Moderate,Most of the time,Jewish,A few times a year,No,Not at all important,Seldom,1937853305000,1937853585000,250,1,0,0,1,1,0,0,250,1,1,1,1,1,1,1,250,0,0,1,0,0,0,0,0,0,6.8000002,0,0,0,1.3333334,0,2.3333333,1,1,0,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464431927,.903107266815969,Group 20,55413,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations,A little superior,Very many,Strongly disagree,250,0,0,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1987,Male,White,4-year,Divorced,Full-time,"$80,000 - $99,999",Yes,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Minnesota,Yes,Moderate,Most of the time,Something else,A few times a year,No,Not too important,A few times a week,1937852811000,1937853588000,250,1,0,0,1,1,0,0,250,1,1,1,1,1,1,1,250,0,0,1,0,0,0,0,1,1,3.4000001,0,0,0,.66666669,0,2,0,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464843795,1.1701517120899,Group 12,83647,not selected,not selected,selected,selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,Very superior,A few,Strongly disagree,250,0,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,1964,Male,White,Some college,Never married,Part-time,"$40,000 - $49,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Idaho,Yes,Conservative,Only now and then,Protestant,Seldom,Yes,Very important,Several times a day,1937853004000,1937853633000,250,1,0,0,1,0,0,1,250,1,1,1,1,1,1,1,250,0,0,1,0,1,1,1,1,1,5.6999998,0,1,0,3.3333333,1,4,1,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464432679,1.30572845767148,Group 32,44514,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,selected,selected,not selected,selected,selected,selected,selected,Neither agree nor disagree,Strongly disagree,Strongly agree,Can't be too careful,Somewhat superior,None,Neither agree nor disagree,250,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,1975,Male,White,4-year,Married,Full-time,"$50,000 - $59,999",Yes,Independent,Independent,Donald Trump,Donald Trump,Ohio,Yes,Moderate,Some of the time,Nothing in particular,Never,No,Not at all important,Never,1937853346000,1937853654000,250,1,0,0,1,1,1,1,250,1,1,1,1,1,1,1,250,0,0,1,1,1,1,1,1,0,4.5999999,0,0,0,3.3333333,1,3.3333333,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464921257,.73196219753405,Group 30,58501,not selected,selected,not selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,selected,selected,selected,selected,Somewhat disagree,Strongly disagree,Somewhat agree,Can't be too careful,Somewhat superior,Some,Somewhat disagree,9,Yes,0,0,Impose economic sanctions on the attacker,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,1950,Female,White,Some college,Married,Part-time,"$80,000 - $99,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,North Dakota,Yes,Liberal,Most of the time,Protestant,Never,No,Not at all important,Seldom,1937852185000,1937853674000,9,1,1,0,0,1,1,1,9,1,1,1,0,0,0,1,9,1,0,0,1,0,1,1,1,0,7.0999999,1,0,1,2,0,2.6666667,1,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
