dataset_doi,llm_fig1
doi:10.7910/DVN/ELG3DE,TRUE
doi:10.7910/DVN/ELWP8V,TRUE
doi:10.7910/DVN/EMAJMQ,TRUE
doi:10.7910/DVN/EMIDOA,TRUE
doi:10.7910/DVN/ENVKCB,FALSE
doi:10.7910/DVN/EOIIEV,FALSE
doi:10.7910/DVN/EORLRJ,TRUE
doi:10.7910/DVN/EP7DXB,FALSE
doi:10.7910/DVN/EPDD6F,TRUE
doi:10.7910/DVN/EPEDIE,FALSE
doi:10.7910/DVN/EPT8OF,TRUE
doi:10.7910/DVN/EQQAT3,TRUE
doi:10.7910/DVN/ER3D0H,TRUE
doi:10.7910/DVN/ERXBAB,FALSE
doi:10.7910/DVN/ESR7YG,TRUE
doi:10.7910/DVN/ESRIBE,TRUE
doi:10.7910/DVN/EUISZU,TRUE
doi:10.7910/DVN/EV5BGV,TRUE
doi:10.7910/DVN/EVYI2H,TRUE
doi:10.7910/DVN/EW2GV5,TRUE
doi:10.7910/DVN/EWRXPU,TRUE
doi:10.7910/DVN/EWSQPJ,TRUE
doi:10.7910/DVN/EWW2GX,TRUE
doi:10.7910/DVN/EWXQQH,FALSE
doi:10.7910/DVN/EXKA90,TRUE
doi:10.7910/DVN/EY2I6M,TRUE
doi:10.7910/DVN/EYAWES,TRUE
doi:10.7910/DVN/EZ8XCG,TRUE
doi:10.7910/DVN/EZNXW1,TRUE
doi:10.7910/DVN/EZSJ1S,FALSE
doi:10.7910/DVN/F1VLBI,TRUE
doi:10.7910/DVN/F2JF6G,TRUE
doi:10.7910/DVN/F2LQWC,TRUE
doi:10.7910/DVN/F2OX6O,FALSE
doi:10.7910/DVN/F2RDCJ,TRUE
doi:10.7910/DVN/F3K3MA,TRUE
doi:10.7910/DVN/F4LSCN,FALSE
doi:10.7910/DVN/F6LJP8,TRUE
doi:10.7910/DVN/F6UCQT,TRUE
doi:10.7910/DVN/F8JXHR,TRUE
doi:10.7910/DVN/F8SRTA,TRUE
doi:10.7910/DVN/F9L41L,TRUE
doi:10.7910/DVN/FA8FVF,TRUE
doi:10.7910/DVN/FAA9EA,TRUE
doi:10.7910/DVN/FB3O9W,FALSE
doi:10.7910/DVN/FCZDKD,TRUE
doi:10.7910/DVN/FDLG0X,FALSE
doi:10.7910/DVN/FDML2N,TRUE
doi:10.7910/DVN/FDNWME,TRUE
doi:10.7910/DVN/FDW6CU,TRUE
doi:10.7910/DVN/FECIO3,FALSE
doi:10.7910/DVN/FEOKT6,FALSE
doi:10.7910/DVN/FEP8O2,FALSE
doi:10.7910/DVN/FERDAN,TRUE
doi:10.7910/DVN/FF3DQM,FALSE
doi:10.7910/DVN/FH74D9,FALSE
doi:10.7910/DVN/FHOJ3L,TRUE
doi:10.7910/DVN/FIKXKD,TRUE
doi:10.7910/DVN/FIL6J1,TRUE
doi:10.7910/DVN/FITPUI,TRUE
doi:10.7910/DVN/FL08PZ,FALSE
doi:10.7910/DVN/FLDXM9,TRUE
doi:10.7910/DVN/FLGPW8,FALSE
doi:10.7910/DVN/FLV8GQ,TRUE
doi:10.7910/DVN/FMJDCD,FALSE
doi:10.7910/DVN/FMOR6K,FALSE
doi:10.7910/DVN/FMX62W,TRUE
doi:10.7910/DVN/FO6OXL,TRUE
doi:10.7910/DVN/FOSH90,FALSE
doi:10.7910/DVN/FPYKTP,TRUE
doi:10.7910/DVN/FREK34,FALSE
doi:10.7910/DVN/FS90RJ,TRUE
doi:10.7910/DVN/FSOVA7,TRUE
doi:10.7910/DVN/FTFJTV,TRUE
doi:10.7910/DVN/FTYHPJ,FALSE
doi:10.7910/DVN/FUAARK,TRUE
doi:10.7910/DVN/FUCDTT,TRUE
doi:10.7910/DVN/FUFDYH,TRUE
doi:10.7910/DVN/FUSIWA,TRUE
doi:10.7910/DVN/FUSY37,TRUE
doi:10.7910/DVN/FVCGHC,TRUE
doi:10.7910/DVN/FVCGN8,TRUE
doi:10.7910/DVN/FVRZYU,TRUE
doi:10.7910/DVN/FW87Y1,TRUE
doi:10.7910/DVN/FXI5ZO,FALSE
doi:10.7910/DVN/FXRIOS,TRUE
doi:10.7910/DVN/FXVIUR,TRUE
doi:10.7910/DVN/FYVP3W,TRUE
doi:10.7910/DVN/FZI6NO,TRUE
doi:10.7910/DVN/G126SC,TRUE
doi:10.7910/DVN/G1BZ23,TRUE
doi:10.7910/DVN/G4XAGY,TRUE
doi:10.7910/DVN/G7J6QJ,TRUE
doi:10.7910/DVN/G8F3SN,FALSE
doi:10.7910/DVN/G8JVZY,FALSE
doi:10.7910/DVN/G9ITHD,FALSE
doi:10.7910/DVN/G9OKGB,TRUE
doi:10.7910/DVN/GA0X38,FALSE
doi:10.7910/DVN/GB5BFN,TRUE
doi:10.7910/DVN/GBZZXL,FALSE
doi:10.7910/DVN/GCDJ25,TRUE
doi:10.7910/DVN/GCTLYJ,FALSE
doi:10.7910/DVN/GDFJ4N,FALSE
doi:10.7910/DVN/GDZTK8,TRUE
doi:10.7910/DVN/GHHZO4,TRUE
doi:10.7910/DVN/GHJ8JL,TRUE
doi:10.7910/DVN/GHRHU7,TRUE
doi:10.7910/DVN/GHVQGB,FALSE
doi:10.7910/DVN/GHZFJM,TRUE
doi:10.7910/DVN/GIJBUU,FALSE
doi:10.7910/DVN/GIWOOO,TRUE
doi:10.7910/DVN/GJIRV0,TRUE
doi:10.7910/DVN/GK3TMY,TRUE
doi:10.7910/DVN/GKASQ5,FALSE
doi:10.7910/DVN/GKWF0N,TRUE
doi:10.7910/DVN/GL2WN8,TRUE
doi:10.7910/DVN/GLT4FX,FALSE
doi:10.7910/DVN/GM1VRQ,TRUE
doi:10.7910/DVN/GMFAUC,TRUE
doi:10.7910/DVN/GMWOY6,TRUE
doi:10.7910/DVN/GMZM4D,TRUE
doi:10.7910/DVN/GO75QE,FALSE
doi:10.7910/DVN/GODCXP,TRUE
doi:10.7910/DVN/GOLMTC,TRUE
doi:10.7910/DVN/GPRVC6,TRUE
doi:10.7910/DVN/GQ01SY,TRUE
doi:10.7910/DVN/GQOYSS,TRUE
doi:10.7910/DVN/GRHQ3W,TRUE
doi:10.7910/DVN/GRVR99,FALSE
doi:10.7910/DVN/GS838F,FALSE
doi:10.7910/DVN/GS8IFM,TRUE
doi:10.7910/DVN/GSMBFX,FALSE
doi:10.7910/DVN/GSNXV7,FALSE
doi:10.7910/DVN/GSQG1K,FALSE
doi:10.7910/DVN/GT15SC,TRUE
doi:10.7910/DVN/GT8NDD,TRUE
doi:10.7910/DVN/GTEBJA,TRUE
doi:10.7910/DVN/GTSYTZ,TRUE
doi:10.7910/DVN/GTXZ4J,TRUE
doi:10.7910/DVN/GWD4HA,FALSE
doi:10.7910/DVN/GXWHFG,TRUE
doi:10.7910/DVN/GXXUHV,TRUE
doi:10.7910/DVN/GYEAIG,FALSE
doi:10.7910/DVN/GYEGW4,TRUE
doi:10.7910/DVN/GYX7GC,TRUE
doi:10.7910/DVN/H13U6G,FALSE
doi:10.7910/DVN/H1CCWM,TRUE
doi:10.7910/DVN/H1HRYV,FALSE
doi:10.7910/DVN/H2JL7A,TRUE
doi:10.7910/DVN/H2JWXV,TRUE
doi:10.7910/DVN/H6CUHY,TRUE
doi:10.7910/DVN/H7NFJZ,TRUE
doi:10.7910/DVN/H8HM6P,TRUE
doi:10.7910/DVN/H8SIXG,FALSE
doi:10.7910/DVN/H90IVD,TRUE
doi:10.7910/DVN/HAKD7W,TRUE
doi:10.7910/DVN/HAU0EX,FALSE
doi:10.7910/DVN/HBSARA,TRUE
doi:10.7910/DVN/HD7UUU,TRUE
doi:10.7910/DVN/HDDPTB,TRUE
doi:10.7910/DVN/HDGUDZ,TRUE
doi:10.7910/DVN/HDOEPP,TRUE
doi:10.7910/DVN/HFVIYA,TRUE
doi:10.7910/DVN/HFXXEF,FALSE
doi:10.7910/DVN/HGD6CG,TRUE
doi:10.7910/DVN/HGFLGK,FALSE
doi:10.7910/DVN/HHMXU3,FALSE
doi:10.7910/DVN/HHNZGT,FALSE
doi:10.7910/DVN/HI1CUP,TRUE
doi:10.7910/DVN/HI1X4O,TRUE
doi:10.7910/DVN/HIQ4BV,TRUE
doi:10.7910/DVN/HJSQNL,TRUE
doi:10.7910/DVN/HJYBA5,TRUE
doi:10.7910/DVN/HK213D,FALSE
doi:10.7910/DVN/HKOBWC,FALSE
doi:10.7910/DVN/HL0OUD,FALSE
doi:10.7910/DVN/HMI4WY,TRUE
doi:10.7910/DVN/HNH7BX,TRUE
doi:10.7910/DVN/HNVBZG,TRUE
doi:10.7910/DVN/HOLUME,TRUE
doi:10.7910/DVN/HOMED8,TRUE
doi:10.7910/DVN/HPB1CA,TRUE
doi:10.7910/DVN/HPZWJR,TRUE
doi:10.7910/DVN/HQ1N6A,FALSE
doi:10.7910/DVN/HQKQCQ,TRUE
doi:10.7910/DVN/HQQJUK,TRUE
doi:10.7910/DVN/HRUQZJ,FALSE
doi:10.7910/DVN/HRUXYI,TRUE
doi:10.7910/DVN/HS9HW3,FALSE
doi:10.7910/DVN/HTMX3K,TRUE
doi:10.7910/DVN/HUKSID,TRUE
doi:10.7910/DVN/HULLNG,TRUE
doi:10.7910/DVN/HUYOHI,TRUE
doi:10.7910/DVN/HUZGPJ,TRUE
doi:10.7910/DVN/HVHUIP,TRUE
doi:10.7910/DVN/HWLW0J,FALSE
doi:10.7910/DVN/HWW8DP,FALSE
doi:10.7910/DVN/HX6YRD,TRUE
doi:10.7910/DVN/HXQOCI,FALSE
doi:10.7910/DVN/I0VEMG,FALSE
doi:10.7910/DVN/I1HVCJ,TRUE
doi:10.7910/DVN/I2HEVQ,FALSE
doi:10.7910/DVN/I32PHE,TRUE
doi:10.7910/DVN/I3VHZK,TRUE
doi:10.7910/DVN/I4KVD1,TRUE
doi:10.7910/DVN/I72HB0,TRUE
doi:10.7910/DVN/I8B3VS,FALSE
doi:10.7910/DVN/I9E6EX,FALSE
doi:10.7910/DVN/IANHOG,TRUE
doi:10.7910/DVN/IAPQ3X,TRUE
doi:10.7910/DVN/IBILHS,TRUE
doi:10.7910/DVN/ICBCM2,FALSE
doi:10.7910/DVN/IDI93S,TRUE
doi:10.7910/DVN/IDXWKA,TRUE
doi:10.7910/DVN/IEQVC7,TRUE
doi:10.7910/DVN/IESQYC,FALSE
doi:10.7910/DVN/IFZXQX,FALSE
doi:10.7910/DVN/IG6ICN,FALSE
doi:10.7910/DVN/IHMU6B,TRUE
doi:10.7910/DVN/IIE50D,TRUE
doi:10.7910/DVN/IIYGGX,FALSE
doi:10.7910/DVN/IJ2DW4,FALSE
doi:10.7910/DVN/IK4NUZ,TRUE
doi:10.7910/DVN/IKM2A4,TRUE
doi:10.7910/DVN/IM0FZN,TRUE
doi:10.7910/DVN/IMBQJB,TRUE
doi:10.7910/DVN/IN2E8O,TRUE
doi:10.7910/DVN/INOLBS,TRUE
doi:10.7910/DVN/INVDWM,TRUE
doi:10.7910/DVN/INXGMT,FALSE
doi:10.7910/DVN/IO89OI,TRUE
doi:10.7910/DVN/IOAMVW,FALSE
doi:10.7910/DVN/IOVCO4,FALSE
doi:10.7910/DVN/IPFOXC,FALSE
doi:10.7910/DVN/IPGCTN,TRUE
doi:10.7910/DVN/IPWGL3,TRUE
doi:10.7910/DVN/IPXFX7,TRUE
doi:10.7910/DVN/IQW9LQ,TRUE
doi:10.7910/DVN/IROJ12,TRUE
doi:10.7910/DVN/ISBPIH,FALSE
doi:10.7910/DVN/ITKNX5,TRUE
doi:10.7910/DVN/IUB62M,TRUE
doi:10.7910/DVN/IUG2C4,TRUE
doi:10.7910/DVN/IUJPYK,TRUE
doi:10.7910/DVN/IUXG2I,FALSE
doi:10.7910/DVN/IUZDQI,TRUE
doi:10.7910/DVN/IVILML,TRUE
doi:10.7910/DVN/IVPUQT,FALSE
doi:10.7910/DVN/IWTPVO,FALSE
doi:10.7910/DVN/IX1JQG,FALSE
doi:10.7910/DVN/IXTLRP,TRUE
doi:10.7910/DVN/IXWZZO,FALSE
doi:10.7910/DVN/IYC3GR,TRUE
doi:10.7910/DVN/IYN1YN,TRUE
doi:10.7910/DVN/IYZWUD,FALSE
doi:10.7910/DVN/IZC5P1,FALSE
doi:10.7910/DVN/IZWS10,TRUE
doi:10.7910/DVN/J0GBTX,TRUE
doi:10.7910/DVN/J2FA5R,FALSE
doi:10.7910/DVN/J2MNEU,FALSE
doi:10.7910/DVN/J4KRBG,TRUE
doi:10.7910/DVN/J7RTIW,TRUE
doi:10.7910/DVN/J7WOKC,TRUE
doi:10.7910/DVN/J9RCVH,TRUE
doi:10.7910/DVN/JADOZL,TRUE
doi:10.7910/DVN/JBXFCE,TRUE
doi:10.7910/DVN/JCGCT5,TRUE
doi:10.7910/DVN/JCSOB8,FALSE
doi:10.7910/DVN/JCT3F7,TRUE
doi:10.7910/DVN/JDPNNU,FALSE
doi:10.7910/DVN/JFQV7S,FALSE
doi:10.7910/DVN/JGN8KR,TRUE
doi:10.7910/DVN/JHJJW0,TRUE
doi:10.7910/DVN/JIFKOU,TRUE
doi:10.7910/DVN/JIIICD,FALSE
doi:10.7910/DVN/JIVKHE,TRUE
doi:10.7910/DVN/JK4FMH,TRUE
doi:10.7910/DVN/JM7LGF,TRUE
doi:10.7910/DVN/JMNFLR,TRUE
doi:10.7910/DVN/JNEQYJ,FALSE
doi:10.7910/DVN/JNFMNQ,FALSE
doi:10.7910/DVN/JNV3XO,TRUE
doi:10.7910/DVN/JO8C7A,TRUE
doi:10.7910/DVN/JORLQM,TRUE
doi:10.7910/DVN/JOXCZY,FALSE
doi:10.7910/DVN/JOZR5H,TRUE
doi:10.7910/DVN/JPHHJV,TRUE
doi:10.7910/DVN/JPKJSJ,TRUE
doi:10.7910/DVN/JPVEX5,TRUE
doi:10.7910/DVN/JQGLHX,TRUE
doi:10.7910/DVN/JSDUTQ,TRUE
doi:10.7910/DVN/JSQQSR,TRUE
doi:10.7910/DVN/JSR0OE,TRUE
doi:10.7910/DVN/JTGHQD,FALSE
doi:10.7910/DVN/JTKVX2,TRUE
doi:10.7910/DVN/JTV6W6,TRUE
doi:10.7910/DVN/JW5B3P,TRUE
doi:10.7910/DVN/JWCN9A,TRUE
doi:10.7910/DVN/JWJRME,TRUE
doi:10.7910/DVN/JYJLUB,TRUE
doi:10.7910/DVN/JYKL9M,FALSE
doi:10.7910/DVN/K0BFAG,TRUE
doi:10.7910/DVN/K1XN7Q,FALSE
doi:10.7910/DVN/K2CGSN,FALSE
doi:10.7910/DVN/K3P78R,FALSE
doi:10.7910/DVN/K3QWZW,TRUE
doi:10.7910/DVN/K4L5YI,TRUE
doi:10.7910/DVN/K7292I,TRUE
doi:10.7910/DVN/K7OCDX,TRUE
doi:10.7910/DVN/K8SC39,TRUE
doi:10.7910/DVN/KAHHWQ,FALSE
doi:10.7910/DVN/KAQVNP,TRUE
doi:10.7910/DVN/KBRXOR,TRUE
doi:10.7910/DVN/KC73TR,FALSE
doi:10.7910/DVN/KDOM7E,TRUE
doi:10.7910/DVN/KDSF60,TRUE
doi:10.7910/DVN/KDUMRM,TRUE
doi:10.7910/DVN/KEWQJS,TRUE
doi:10.7910/DVN/KEWY2U,FALSE
doi:10.7910/DVN/KFQOCV,FALSE
doi:10.7910/DVN/KFSNWU,TRUE
doi:10.7910/DVN/KG2APR,TRUE
doi:10.7910/DVN/KGHEU4,TRUE
doi:10.7910/DVN/KGK9QO,TRUE
doi:10.7910/DVN/KGOUYI,TRUE
doi:10.7910/DVN/KGRITG,TRUE
doi:10.7910/DVN/KGVBNC,FALSE
doi:10.7910/DVN/KGZGLT,FALSE
doi:10.7910/DVN/KH9N7W,FALSE
doi:10.7910/DVN/KJ6X76,FALSE
doi:10.7910/DVN/KJWKLR,TRUE
doi:10.7910/DVN/KKEVEA,TRUE
doi:10.7910/DVN/KKQFKA,FALSE
doi:10.7910/DVN/KKS1R0,TRUE
doi:10.7910/DVN/KKTXVB,FALSE
doi:10.7910/DVN/KL36TP,FALSE
doi:10.7910/DVN/KL7J6Z,TRUE
doi:10.7910/DVN/KNFPV6,FALSE
doi:10.7910/DVN/KPCLFQ,TRUE
doi:10.7910/DVN/KPJUFL,TRUE
doi:10.7910/DVN/KPS1KY,FALSE
doi:10.7910/DVN/KQJKY0,FALSE
doi:10.7910/DVN/KQU3RR,TRUE
doi:10.7910/DVN/KRIR6G,FALSE
doi:10.7910/DVN/KRN6TB,TRUE
doi:10.7910/DVN/KRNGAS,TRUE
doi:10.7910/DVN/KSWI03,TRUE
doi:10.7910/DVN/KTCXTE,FALSE
doi:10.7910/DVN/KU4OCK,FALSE
doi:10.7910/DVN/KUWA5X,FALSE
doi:10.7910/DVN/KVIJSY,TRUE
doi:10.7910/DVN/KVPF3F,TRUE
doi:10.7910/DVN/KWPEKK,FALSE
doi:10.7910/DVN/KXDRXB,FALSE
doi:10.7910/DVN/KXIN0A,TRUE
doi:10.7910/DVN/KYI9AR,FALSE
doi:10.7910/DVN/L17KS1,FALSE
doi:10.7910/DVN/L4IOHC,TRUE
doi:10.7910/DVN/L6WBON,TRUE
doi:10.7910/DVN/L8YLCJ,TRUE
doi:10.7910/DVN/LAKKDP,FALSE
doi:10.7910/DVN/LAVHXW,FALSE
doi:10.7910/DVN/LBAV1Q,TRUE
doi:10.7910/DVN/LBMRFX,FALSE
doi:10.7910/DVN/LCCOH6,TRUE
doi:10.7910/DVN/LCDBRU,FALSE
doi:10.7910/DVN/LCWR7G,FALSE
doi:10.7910/DVN/LD6NL8,TRUE
doi:10.7910/DVN/LDRTZI,TRUE
doi:10.7910/DVN/LEKKGT,TRUE
doi:10.7910/DVN/LEV1RR,TRUE
doi:10.7910/DVN/LFLCMA,TRUE
doi:10.7910/DVN/LFQZVU,TRUE
doi:10.7910/DVN/LGDIZD,TRUE
doi:10.7910/DVN/LHOTOK,TRUE
doi:10.7910/DVN/LHTRWM,TRUE
doi:10.7910/DVN/LHWSBT,TRUE
doi:10.7910/DVN/LIIUJK,TRUE
doi:10.7910/DVN/LIJSWE,TRUE
doi:10.7910/DVN/LIXQUW,FALSE
doi:10.7910/DVN/LJPHFR,FALSE
doi:10.7910/DVN/LJVBT6,TRUE
doi:10.7910/DVN/LKE1WQ,TRUE
doi:10.7910/DVN/LKRKQJ,FALSE
doi:10.7910/DVN/LLPKNG,FALSE
doi:10.7910/DVN/LLQ5ZL,TRUE
doi:10.7910/DVN/LNPAOC,TRUE
doi:10.7910/DVN/LNUYXZ,FALSE
doi:10.7910/DVN/LOBXKJ,FALSE
doi:10.7910/DVN/LP1SQY,FALSE
doi:10.7910/DVN/LTPPVH,TRUE
doi:10.7910/DVN/LUBZFJ,TRUE
doi:10.7910/DVN/LUXWMV,FALSE
doi:10.7910/DVN/LVHIYG,TRUE
doi:10.7910/DVN/LVOSAF,FALSE
doi:10.7910/DVN/LXFYVH,FALSE
doi:10.7910/DVN/LXIBYP,FALSE
doi:10.7910/DVN/LXYVSA,TRUE
doi:10.7910/DVN/LZGQOH,TRUE
doi:10.7910/DVN/LZV8LU,TRUE
doi:10.7910/DVN/M046SB,TRUE
doi:10.7910/DVN/M06IRS,FALSE
doi:10.7910/DVN/M0LB5V,TRUE
doi:10.7910/DVN/M2E5OI,FALSE
doi:10.7910/DVN/M2QGOZ,TRUE
doi:10.7910/DVN/M3O9O6,TRUE
doi:10.7910/DVN/M402TU,TRUE
doi:10.7910/DVN/M89XMZ,TRUE
doi:10.7910/DVN/M9LGXX,TRUE
doi:10.7910/DVN/M9VJAV,TRUE
doi:10.7910/DVN/MB2UKU,TRUE
doi:10.7910/DVN/MB8FGY,FALSE
doi:10.7910/DVN/MBMU7F,FALSE
doi:10.7910/DVN/MCEFXL,TRUE
doi:10.7910/DVN/MDDS0T,TRUE
doi:10.7910/DVN/MDUHGS,TRUE
doi:10.7910/DVN/MEIMWN,TRUE
doi:10.7910/DVN/MFFV3C,TRUE
doi:10.7910/DVN/MGQMTX,FALSE
doi:10.7910/DVN/MIOVA9,TRUE
doi:10.7910/DVN/MIXK94,TRUE
doi:10.7910/DVN/MJSMJB,FALSE
doi:10.7910/DVN/MK5PXM,FALSE
doi:10.7910/DVN/MKW8CS,TRUE
doi:10.7910/DVN/MKWIHN,TRUE
doi:10.7910/DVN/MLH2FY,TRUE
doi:10.7910/DVN/MLJQQN,TRUE
doi:10.7910/DVN/MLTZIE,TRUE
doi:10.7910/DVN/MLZ39X,TRUE
doi:10.7910/DVN/MM2VWC,FALSE
doi:10.7910/DVN/MME5SS,FALSE
doi:10.7910/DVN/MMYAOY,TRUE
doi:10.7910/DVN/MO3KOQ,TRUE
doi:10.7910/DVN/MOL5B3,FALSE
doi:10.7910/DVN/MOTRM2,TRUE
doi:10.7910/DVN/MP1NSJ,TRUE
doi:10.7910/DVN/MPBGXL,TRUE
doi:10.7910/DVN/MPJ50I,TRUE
doi:10.7910/DVN/MPQQC0,FALSE
doi:10.7910/DVN/MPTSQR,FALSE
doi:10.7910/DVN/MQRHUZ,TRUE
doi:10.7910/DVN/MQVUUD,TRUE
doi:10.7910/DVN/MRCC5Z,FALSE
doi:10.7910/DVN/MS6ZTZ,FALSE
doi:10.7910/DVN/MSTR3F,FALSE
doi:10.7910/DVN/MTQEE1,TRUE
doi:10.7910/DVN/MURIT2,TRUE
doi:10.7910/DVN/MUSFYH,TRUE
doi:10.7910/DVN/MVD5VP,TRUE
doi:10.7910/DVN/MVDWCS,TRUE
doi:10.7910/DVN/MVN4DP,TRUE
doi:10.7910/DVN/MWBXDN,TRUE
doi:10.7910/DVN/MWNBXO,TRUE
doi:10.7910/DVN/MWS8QF,FALSE
doi:10.7910/DVN/MYDZNF,FALSE
doi:10.7910/DVN/MYF97D,FALSE
doi:10.7910/DVN/MYM5OB,TRUE
doi:10.7910/DVN/MZIKCS,TRUE
doi:10.7910/DVN/MZKJDR,FALSE
doi:10.7910/DVN/N01LDH,FALSE
doi:10.7910/DVN/N1JX6Y,FALSE
doi:10.7910/DVN/N2XICI,TRUE
doi:10.7910/DVN/N4RK1D,TRUE
doi:10.7910/DVN/N6LIMH,TRUE
doi:10.7910/DVN/N71MOK,FALSE
doi:10.7910/DVN/NAMZXJ,TRUE
doi:10.7910/DVN/NBIKED,FALSE
doi:10.7910/DVN/NBMH7M,FALSE
doi:10.7910/DVN/NC06GQ,FALSE
doi:10.7910/DVN/NC28F3,TRUE
doi:10.7910/DVN/NCUSPZ,TRUE
doi:10.7910/DVN/NDHKSG,FALSE
doi:10.7910/DVN/NDHWX0,FALSE
doi:10.7910/DVN/NDPXND,TRUE
doi:10.7910/DVN/NE0Y2I,TRUE
doi:10.7910/DVN/NEIYVD,TRUE
doi:10.7910/DVN/NFZLI3,TRUE
doi:10.7910/DVN/NGFLRO,TRUE
doi:10.7910/DVN/NGMCDS,FALSE
doi:10.7910/DVN/NGTWWJ,TRUE
doi:10.7910/DVN/NIGQBX,TRUE
doi:10.7910/DVN/NIMLAR,TRUE
doi:10.7910/DVN/NIWSMI,FALSE
doi:10.7910/DVN/NJIIPR,TRUE
doi:10.7910/DVN/NJIXYY,TRUE
doi:10.7910/DVN/NJRZXP,TRUE
doi:10.7910/DVN/NJWJ0D,FALSE
doi:10.7910/DVN/NK4SQT,TRUE
doi:10.7910/DVN/NKCDCO,TRUE
doi:10.7910/DVN/NKETXF,TRUE
doi:10.7910/DVN/NKJR7Z,FALSE
doi:10.7910/DVN/NKN0E8,FALSE
doi:10.7910/DVN/NM0XLV,TRUE
doi:10.7910/DVN/NMA2WY,FALSE
doi:10.7910/DVN/NMCOBF,TRUE
doi:10.7910/DVN/NMJ4W9,TRUE
doi:10.7910/DVN/NN0OXE,TRUE
doi:10.7910/DVN/NNAFVA,FALSE
doi:10.7910/DVN/NNBZP7,TRUE
doi:10.7910/DVN/NNNPOU,FALSE
doi:10.7910/DVN/NOMC0H,TRUE
doi:10.7910/DVN/NOMRHB,TRUE
doi:10.7910/DVN/NOWHWG,FALSE
doi:10.7910/DVN/NOYBCQ,TRUE
doi:10.7910/DVN/NRAQRH,TRUE
doi:10.7910/DVN/NRRVJ3,FALSE
doi:10.7910/DVN/NS3NMH,FALSE
doi:10.7910/DVN/NSC8TJ,FALSE
doi:10.7910/DVN/NT7H5O,TRUE
doi:10.7910/DVN/NUACCP,TRUE
doi:10.7910/DVN/NVMD6X,TRUE
doi:10.7910/DVN/NVVVUV,TRUE
doi:10.7910/DVN/NVXQ0G,TRUE
doi:10.7910/DVN/NWDZJB,TRUE
doi:10.7910/DVN/NX0QGA,TRUE
doi:10.7910/DVN/NXDEGT,TRUE
doi:10.7910/DVN/NY6NSO,TRUE
doi:10.7910/DVN/NYONTD,TRUE
doi:10.7910/DVN/NYOXTE,TRUE
doi:10.7910/DVN/NYPOQD,TRUE
doi:10.7910/DVN/O059HN,TRUE
doi:10.7910/DVN/O0JVDU,FALSE
doi:10.7910/DVN/O3A06T,TRUE
doi:10.7910/DVN/O3DTSF,TRUE
doi:10.7910/DVN/O4P8J1,FALSE
doi:10.7910/DVN/O6VHZZ,FALSE
doi:10.7910/DVN/O7DDIN,TRUE
doi:10.7910/DVN/OA8D7L,FALSE
doi:10.7910/DVN/OAGZZD,TRUE
doi:10.7910/DVN/OAOJQZ,FALSE
doi:10.7910/DVN/OAPCH9,TRUE
doi:10.7910/DVN/OASXGA,FALSE
doi:10.7910/DVN/OB00VG,TRUE
doi:10.7910/DVN/OCUJ2F,TRUE
doi:10.7910/DVN/OEHBYH,TRUE
doi:10.7910/DVN/OENR84,TRUE
doi:10.7910/DVN/OF1JOF,FALSE
doi:10.7910/DVN/OFCAAE,TRUE
doi:10.7910/DVN/OGVWDE,TRUE
doi:10.7910/DVN/OHHVPY,TRUE
doi:10.7910/DVN/OIJ5ZD,TRUE
doi:10.7910/DVN/OILORM,FALSE
doi:10.7910/DVN/OJA7YS,TRUE
doi:10.7910/DVN/OJCQ5O,TRUE
doi:10.7910/DVN/OJQJRM,FALSE
doi:10.7910/DVN/OJUCRU,TRUE
doi:10.7910/DVN/OKYC0B,TRUE
doi:10.7910/DVN/OKZMIY,TRUE
doi:10.7910/DVN/OL16K3,FALSE
doi:10.7910/DVN/OLTXFC,TRUE
doi:10.7910/DVN/OM2N3X,FALSE
doi:10.7910/DVN/OM6ZUR,TRUE
doi:10.7910/DVN/OMABN4,FALSE
doi:10.7910/DVN/OMESOW,FALSE
doi:10.7910/DVN/OMPDH0,TRUE
doi:10.7910/DVN/ON8RBD,TRUE
doi:10.7910/DVN/OO6RB0,TRUE
doi:10.7910/DVN/OO8ZCC,FALSE
doi:10.7910/DVN/OOIEAO,FALSE
doi:10.7910/DVN/OOLBO9,TRUE
doi:10.7910/DVN/OOLFGP,FALSE
doi:10.7910/DVN/ORRRTW,TRUE
doi:10.7910/DVN/OSJD7T,FALSE
doi:10.7910/DVN/OWVXUD,TRUE
doi:10.7910/DVN/OX5CZF,TRUE
doi:10.7910/DVN/OXGMLI,FALSE
doi:10.7910/DVN/OXSQMU,TRUE
doi:10.7910/DVN/OYIAYK,FALSE
doi:10.7910/DVN/P1PEGO,TRUE
doi:10.7910/DVN/P1TL97,TRUE
doi:10.7910/DVN/P2U84B,TRUE
doi:10.7910/DVN/P3RXDM,TRUE
doi:10.7910/DVN/P3XVFO,FALSE
doi:10.7910/DVN/P5TAFD,TRUE
doi:10.7910/DVN/P6N636,FALSE
doi:10.7910/DVN/P7NAJW,TRUE
doi:10.7910/DVN/PATI3W,TRUE
doi:10.7910/DVN/PB8X8P,TRUE
doi:10.7910/DVN/PBHNHR,TRUE
doi:10.7910/DVN/PBQRGQ,TRUE
doi:10.7910/DVN/PEHPBY,TRUE
doi:10.7910/DVN/PENDX4,TRUE
doi:10.7910/DVN/PGCVDP,TRUE
