dataset_doi,n_pairs,n_vars,censored,year
doi:10.7910/DVN/HTMX3K,1,2,FALSE,2020
doi:10.7910/DVN/HUKSID,19,22,FALSE,2018
doi:10.7910/DVN/HULLNG,5,5,FALSE,2020
doi:10.7910/DVN/HUYOHI,1,2,FALSE,2021
doi:10.7910/DVN/HUZGPJ,3,6,FALSE,2019
doi:10.7910/DVN/HVHUIP,1,2,FALSE,2018
doi:10.7910/DVN/HX6YRD,1,2,FALSE,2022
doi:10.7910/DVN/I1HVCJ,8,8,FALSE,2018
doi:10.7910/DVN/I32PHE,11,15,FALSE,2019
doi:10.7910/DVN/I3VHZK,9,9,FALSE,2024
doi:10.7910/DVN/I4KVD1,2,3,FALSE,2018
doi:10.7910/DVN/I72HB0,16,11,FALSE,2018
doi:10.7910/DVN/IANHOG,5,5,FALSE,2019
doi:10.7910/DVN/IAPQ3X,2,3,FALSE,2019
doi:10.7910/DVN/IBILHS,10,11,FALSE,2023
doi:10.7910/DVN/IDI93S,3,3,FALSE,2021
doi:10.7910/DVN/IDXWKA,14,14,FALSE,2021
doi:10.7910/DVN/IEQVC7,4,6,FALSE,2020
doi:10.7910/DVN/IHMU6B,9,11,FALSE,2023
doi:10.7910/DVN/IIE50D,1,2,FALSE,2019
doi:10.7910/DVN/IK4NUZ,3,5,FALSE,2021
doi:10.7910/DVN/IKM2A4,6,5,FALSE,2020
doi:10.7910/DVN/IM0FZN,15,16,FALSE,2021
doi:10.7910/DVN/IN2E8O,1,2,FALSE,2021
doi:10.7910/DVN/INOLBS,5,6,FALSE,2013
doi:10.7910/DVN/INVDWM,2,3,FALSE,2017
doi:10.7910/DVN/IO89OI,3,3,FALSE,2017
doi:10.7910/DVN/IPGCTN,2,3,FALSE,2024
doi:10.7910/DVN/IPXFX7,8,6,FALSE,2023
doi:10.7910/DVN/IQW9LQ,15,15,FALSE,2013
doi:10.7910/DVN/IROJ12,8,10,FALSE,2021
doi:10.7910/DVN/ITKNX5,3,4,FALSE,2021
doi:10.7910/DVN/IUB62M,2,3,FALSE,2018
doi:10.7910/DVN/IUG2C4,7,5,FALSE,2015
doi:10.7910/DVN/IUJPYK,13,9,FALSE,2017
doi:10.7910/DVN/IUZDQI,1,2,FALSE,2020
doi:10.7910/DVN/IVILML,18,18,FALSE,2023
doi:10.7910/DVN/IXTLRP,29,18,TRUE,2022
doi:10.7910/DVN/IYC3GR,8,6,FALSE,2021
doi:10.7910/DVN/IYN1YN,2,4,FALSE,2024
doi:10.7910/DVN/IZWS10,4,5,FALSE,2023
doi:10.7910/DVN/J0GBTX,11,15,TRUE,2020
doi:10.7910/DVN/J4KRBG,2,3,FALSE,2017
doi:10.7910/DVN/J7RTIW,9,11,FALSE,2023
doi:10.7910/DVN/J7WOKC,7,9,TRUE,2019
doi:10.7910/DVN/J9RCVH,5,4,FALSE,2024
doi:10.7910/DVN/JADOZL,24,26,FALSE,2024
doi:10.7910/DVN/JBXFCE,12,14,FALSE,2022
doi:10.7910/DVN/JCGCT5,6,5,FALSE,2013
doi:10.7910/DVN/JCT3F7,13,14,FALSE,2022
doi:10.7910/DVN/JGN8KR,2,3,FALSE,2024
doi:10.7910/DVN/JHJJW0,13,14,FALSE,2021
doi:10.7910/DVN/JIFKOU,14,9,FALSE,2020
doi:10.7910/DVN/JIVKHE,7,8,FALSE,2024
doi:10.7910/DVN/JK4FMH,4,4,FALSE,2023
doi:10.7910/DVN/JM7LGF,19,12,FALSE,2023
doi:10.7910/DVN/JMNFLR,8,9,FALSE,2020
doi:10.7910/DVN/JNV3XO,9,5,FALSE,2022
doi:10.7910/DVN/JO8C7A,2,3,FALSE,2021
doi:10.7910/DVN/JORLQM,9,10,FALSE,2020
doi:10.7910/DVN/JOZR5H,17,12,FALSE,2023
doi:10.7910/DVN/JPHHJV,32,24,FALSE,2023
doi:10.7910/DVN/JPKJSJ,3,5,FALSE,2024
doi:10.7910/DVN/JPVEX5,32,27,FALSE,2022
doi:10.7910/DVN/JQGLHX,12,8,FALSE,2021
doi:10.7910/DVN/JSDUTQ,9,6,FALSE,2017
doi:10.7910/DVN/JSQQSR,7,8,FALSE,2024
doi:10.7910/DVN/JSR0OE,5,7,FALSE,2018
doi:10.7910/DVN/JTKVX2,2,3,FALSE,2021
doi:10.7910/DVN/JTV6W6,1,2,FALSE,2017
doi:10.7910/DVN/JW5B3P,24,20,FALSE,2023
doi:10.7910/DVN/JWCN9A,52,27,TRUE,2024
doi:10.7910/DVN/JWJRME,5,5,FALSE,2019
doi:10.7910/DVN/JYJLUB,9,10,FALSE,2024
doi:10.7910/DVN/K0BFAG,6,7,FALSE,2022
doi:10.7910/DVN/K3QWZW,17,15,TRUE,2017
doi:10.7910/DVN/K7292I,7,7,FALSE,2015
doi:10.7910/DVN/K7OCDX,12,14,FALSE,2018
doi:10.7910/DVN/K8SC39,6,8,FALSE,2016
doi:10.7910/DVN/KBRXOR,8,9,FALSE,2017
doi:10.7910/DVN/KC73TR,5,6,FALSE,2016
doi:10.7910/DVN/KDUMRM,15,9,FALSE,2021
doi:10.7910/DVN/KEWQJS,2,4,FALSE,2023
doi:10.7910/DVN/KFSNWU,12,7,FALSE,2022
doi:10.7910/DVN/KG2APR,10,11,FALSE,2019
doi:10.7910/DVN/KGHEU4,2,3,FALSE,2018
doi:10.7910/DVN/KGK9QO,2,4,FALSE,2018
doi:10.7910/DVN/KGOUYI,12,10,FALSE,2017
doi:10.7910/DVN/KGRITG,2,4,FALSE,2023
doi:10.7910/DVN/KJWKLR,11,13,FALSE,2023
doi:10.7910/DVN/KKEVEA,10,9,FALSE,2024
doi:10.7910/DVN/KKS1R0,10,11,FALSE,2016
doi:10.7910/DVN/KL7J6Z,13,14,FALSE,2016
doi:10.7910/DVN/KPCLFQ,4,5,FALSE,2019
doi:10.7910/DVN/KPJUFL,31,18,FALSE,2018
doi:10.7910/DVN/KQU3RR,9,10,FALSE,2019
doi:10.7910/DVN/KRN6TB,1,2,FALSE,2023
doi:10.7910/DVN/KRNGAS,4,5,FALSE,2022
doi:10.7910/DVN/KSWI03,31,19,TRUE,2018
doi:10.7910/DVN/KVIJSY,2,3,FALSE,2019
doi:10.7910/DVN/KXIN0A,2,3,FALSE,2019
doi:10.7910/DVN/L4IOHC,12,13,FALSE,2018
doi:10.7910/DVN/L6WBON,17,10,FALSE,2023
doi:10.7910/DVN/LBAV1Q,1,2,FALSE,2021
doi:10.7910/DVN/LCCOH6,17,11,FALSE,2021
doi:10.7910/DVN/LD6NL8,5,5,FALSE,2017
doi:10.7910/DVN/LDRTZI,15,13,FALSE,2017
doi:10.7910/DVN/LEKKGT,5,7,FALSE,2019
doi:10.7910/DVN/LEV1RR,6,6,FALSE,2021
doi:10.7910/DVN/LFLCMA,6,8,FALSE,2021
doi:10.7910/DVN/LFQZVU,1,2,FALSE,2018
doi:10.7910/DVN/LGDIZD,6,6,FALSE,2016
doi:10.7910/DVN/LHOTOK,1,2,FALSE,2020
doi:10.7910/DVN/LHTRWM,4,5,FALSE,2021
doi:10.7910/DVN/LHWSBT,10,8,FALSE,2021
doi:10.7910/DVN/LIIUJK,27,12,FALSE,2024
doi:10.7910/DVN/LIJSWE,37,21,FALSE,2021
doi:10.7910/DVN/LJVBT6,8,7,FALSE,2017
doi:10.7910/DVN/LKE1WQ,4,6,FALSE,2022
doi:10.7910/DVN/LLQ5ZL,19,20,FALSE,2024
doi:10.7910/DVN/LNPAOC,38,25,FALSE,2017
doi:10.7910/DVN/LTPPVH,1,2,FALSE,2017
doi:10.7910/DVN/LUBZFJ,1,2,FALSE,2013
doi:10.7910/DVN/LVHIYG,4,6,FALSE,2016
doi:10.7910/DVN/LXYVSA,1,2,FALSE,2024
doi:10.7910/DVN/LZGQOH,2,3,FALSE,2016
doi:10.7910/DVN/LZV8LU,3,4,FALSE,2022
doi:10.7910/DVN/M046SB,5,7,FALSE,2019
doi:10.7910/DVN/M0LB5V,10,10,FALSE,2023
doi:10.7910/DVN/M2QGOZ,1,2,FALSE,2023
doi:10.7910/DVN/M3O9O6,12,9,FALSE,2019
doi:10.7910/DVN/M402TU,4,6,FALSE,2019
doi:10.7910/DVN/M89XMZ,1,2,FALSE,2019
doi:10.7910/DVN/M9LGXX,4,5,FALSE,2022
doi:10.7910/DVN/M9VJAV,2,4,FALSE,2017
doi:10.7910/DVN/MB2UKU,2,3,FALSE,2019
doi:10.7910/DVN/MCEFXL,2,3,TRUE,2020
doi:10.7910/DVN/MDDS0T,25,20,FALSE,2022
doi:10.7910/DVN/MDUHGS,2,4,FALSE,2023
doi:10.7910/DVN/MEIMWN,1,2,FALSE,2022
doi:10.7910/DVN/MFFV3C,9,8,FALSE,2022
doi:10.7910/DVN/MIOVA9,21,16,FALSE,2021
doi:10.7910/DVN/MIXK94,9,10,FALSE,2015
doi:10.7910/DVN/MKW8CS,4,4,FALSE,2019
doi:10.7910/DVN/MKWIHN,1,2,FALSE,2023
doi:10.7910/DVN/MLH2FY,3,5,FALSE,2017
doi:10.7910/DVN/MLJQQN,5,6,FALSE,2024
doi:10.7910/DVN/MLTZIE,7,8,FALSE,2019
doi:10.7910/DVN/MLZ39X,29,14,FALSE,2024
doi:10.7910/DVN/MMYAOY,10,12,FALSE,2021
doi:10.7910/DVN/MOTRM2,20,9,FALSE,2017
doi:10.7910/DVN/MP1NSJ,2,3,FALSE,2017
doi:10.7910/DVN/MPBGXL,2,4,FALSE,2019
doi:10.7910/DVN/MPJ50I,7,7,FALSE,2022
doi:10.7910/DVN/MQVUUD,3,4,FALSE,2021
doi:10.7910/DVN/MTQEE1,4,4,FALSE,2019
doi:10.7910/DVN/MURIT2,14,11,FALSE,2021
doi:10.7910/DVN/MUSFYH,19,11,FALSE,2021
doi:10.7910/DVN/MVD5VP,3,4,FALSE,2018
doi:10.7910/DVN/MVDWCS,10,5,FALSE,2021
doi:10.7910/DVN/MVN4DP,21,23,FALSE,2016
doi:10.7910/DVN/MWBXDN,2,4,FALSE,2020
doi:10.7910/DVN/MYM5OB,1,2,FALSE,2021
doi:10.7910/DVN/MZIKCS,2,3,FALSE,2018
doi:10.7910/DVN/N2XICI,18,14,FALSE,2024
doi:10.7910/DVN/N4RK1D,9,10,FALSE,2019
doi:10.7910/DVN/N6LIMH,29,31,FALSE,2021
doi:10.7910/DVN/NAMZXJ,6,6,FALSE,2019
doi:10.7910/DVN/NC28F3,9,10,FALSE,2020
doi:10.7910/DVN/NCUSPZ,20,12,FALSE,2019
doi:10.7910/DVN/NDPXND,8,9,FALSE,2020
doi:10.7910/DVN/NE0Y2I,21,15,TRUE,2023
doi:10.7910/DVN/NEIYVD,3,4,FALSE,2017
doi:10.7910/DVN/NFZLI3,2,3,TRUE,2019
doi:10.7910/DVN/NGFLRO,3,5,TRUE,2022
doi:10.7910/DVN/NGTWWJ,8,7,FALSE,2019
doi:10.7910/DVN/NIGQBX,7,9,FALSE,2016
doi:10.7910/DVN/NIMLAR,12,13,FALSE,2020
doi:10.7910/DVN/NJIIPR,16,10,FALSE,2023
doi:10.7910/DVN/NJIXYY,3,4,FALSE,2022
doi:10.7910/DVN/NK4SQT,3,4,FALSE,2018
doi:10.7910/DVN/NKETXF,1,2,FALSE,2023
doi:10.7910/DVN/NM0XLV,1,2,FALSE,2023
doi:10.7910/DVN/NMCOBF,2,3,TRUE,2018
doi:10.7910/DVN/NMJ4W9,6,4,FALSE,2017
doi:10.7910/DVN/NN0OXE,4,4,FALSE,2022
doi:10.7910/DVN/NNBZP7,3,3,FALSE,2016
doi:10.7910/DVN/NOMC0H,60,57,TRUE,2020
doi:10.7910/DVN/NOMRHB,6,7,FALSE,2022
doi:10.7910/DVN/NOYBCQ,11,12,FALSE,2019
doi:10.7910/DVN/NRAQRH,12,8,TRUE,2018
doi:10.7910/DVN/NT7H5O,20,20,FALSE,2024
doi:10.7910/DVN/NUACCP,6,6,FALSE,2013
doi:10.7910/DVN/NVMD6X,4,5,FALSE,2022
doi:10.7910/DVN/NVVVUV,32,18,TRUE,2021
doi:10.7910/DVN/NVXQ0G,20,12,FALSE,2023
doi:10.7910/DVN/NWDZJB,26,14,FALSE,2024
doi:10.7910/DVN/NX0QGA,3,4,FALSE,2023
doi:10.7910/DVN/NXDEGT,27,29,FALSE,2021
doi:10.7910/DVN/NYONTD,7,6,FALSE,2020
doi:10.7910/DVN/NYOXTE,3,4,FALSE,2023
doi:10.7910/DVN/NYPOQD,12,13,FALSE,2021
doi:10.7910/DVN/O059HN,23,18,FALSE,2020
doi:10.7910/DVN/O3A06T,10,7,FALSE,2015
doi:10.7910/DVN/O3DTSF,8,10,FALSE,2021
doi:10.7910/DVN/O7DDIN,2,3,FALSE,2012
doi:10.7910/DVN/OAGZZD,4,5,FALSE,2017
doi:10.7910/DVN/OAPCH9,24,15,FALSE,2018
doi:10.7910/DVN/OB00VG,8,9,FALSE,2015
doi:10.7910/DVN/OCUJ2F,11,9,FALSE,2015
doi:10.7910/DVN/OEHBYH,9,9,FALSE,2024
doi:10.7910/DVN/OENR84,7,9,FALSE,2021
doi:10.7910/DVN/OFCAAE,5,5,FALSE,2021
doi:10.7910/DVN/OGVWDE,2,4,FALSE,2018
doi:10.7910/DVN/OHHVPY,13,10,FALSE,2020
doi:10.7910/DVN/OIJ5ZD,30,16,FALSE,2023
doi:10.7910/DVN/OJA7YS,20,21,FALSE,2019
doi:10.7910/DVN/OJCQ5O,3,4,FALSE,2015
doi:10.7910/DVN/OJUCRU,20,9,FALSE,2020
doi:10.7910/DVN/OKYC0B,12,13,FALSE,2020
doi:10.7910/DVN/OKZMIY,2,3,FALSE,2019
doi:10.7910/DVN/OLTXFC,7,5,FALSE,2019
doi:10.7910/DVN/OM6ZUR,26,30,TRUE,2023
doi:10.7910/DVN/OMPDH0,4,5,FALSE,2022
doi:10.7910/DVN/ON8RBD,4,6,FALSE,2019
doi:10.7910/DVN/OO6RB0,7,8,FALSE,2024
doi:10.7910/DVN/OOLBO9,6,5,FALSE,2019
doi:10.7910/DVN/ORRRTW,3,4,FALSE,2023
doi:10.7910/DVN/OWVXUD,8,9,FALSE,2021
doi:10.7910/DVN/OX5CZF,1,2,FALSE,2015
doi:10.7910/DVN/OXSQMU,9,10,FALSE,2022
doi:10.7910/DVN/P1PEGO,7,8,FALSE,2018
doi:10.7910/DVN/P1TL97,5,7,FALSE,2024
doi:10.7910/DVN/P2U84B,1,2,FALSE,2024
doi:10.7910/DVN/P3RXDM,21,15,TRUE,2020
doi:10.7910/DVN/P5TAFD,45,21,TRUE,2020
doi:10.7910/DVN/P7NAJW,3,4,FALSE,2020
doi:10.7910/DVN/PATI3W,1,2,FALSE,2022
doi:10.7910/DVN/PB8X8P,1,2,FALSE,2018
doi:10.7910/DVN/PBHNHR,4,4,FALSE,2020
doi:10.7910/DVN/PBQRGQ,9,12,FALSE,2019
doi:10.7910/DVN/PEHPBY,1,2,FALSE,2020
doi:10.7910/DVN/PENDX4,2,4,FALSE,2017
doi:10.7910/DVN/PGCVDP,4,4,FALSE,2017
doi:10.7910/DVN/PGFOXW,1,2,FALSE,2019
doi:10.7910/DVN/PGGBB4,5,5,FALSE,2019
doi:10.7910/DVN/PGGT4N,25,21,FALSE,2024
doi:10.7910/DVN/PGNYUJ,2,3,FALSE,2021
doi:10.7910/DVN/PLKWUL,3,4,FALSE,2024
doi:10.7910/DVN/PLLBQJ,12,9,FALSE,2016
doi:10.7910/DVN/PLZ9LJ,1,2,FALSE,2022
doi:10.7910/DVN/PPVWIG,4,4,FALSE,2024
doi:10.7910/DVN/PRYYZ5,8,9,FALSE,2023
doi:10.7910/DVN/PSSLAC,2,3,FALSE,2021
doi:10.7910/DVN/PTHMQU,6,5,FALSE,2021
doi:10.7910/DVN/PTOYUX,24,15,FALSE,2016
doi:10.7910/DVN/PUIROM,2,3,FALSE,2019
doi:10.7910/DVN/PXXUCO,1,2,FALSE,2022
doi:10.7910/DVN/PY0NKM,4,6,FALSE,2024
doi:10.7910/DVN/PYWNTB,6,6,FALSE,2015
doi:10.7910/DVN/PZAOO6,3,4,FALSE,2012
doi:10.7910/DVN/PZHUFO,7,8,FALSE,2023
doi:10.7910/DVN/Q0CNZA,13,12,FALSE,2020
doi:10.7910/DVN/Q0XAPV,4,4,FALSE,2015
doi:10.7910/DVN/Q1WIDV,2,3,FALSE,2022
doi:10.7910/DVN/Q4VN7A,5,6,FALSE,2021
doi:10.7910/DVN/Q5PV4U,3,4,FALSE,2020
doi:10.7910/DVN/Q7EXX4,1,2,FALSE,2020
doi:10.7910/DVN/Q8CSU8,1,2,FALSE,2016
doi:10.7910/DVN/QAJQXP,18,11,TRUE,2020
doi:10.7910/DVN/QB1TUJ,1,2,FALSE,2020
doi:10.7910/DVN/QBHGRC,2,4,FALSE,2018
doi:10.7910/DVN/QBKXT3,3,5,FALSE,2023
doi:10.7910/DVN/QBNFFR,1,2,FALSE,2020
doi:10.7910/DVN/QBTECH,30,12,TRUE,2019
doi:10.7910/DVN/QINQ6H,11,12,FALSE,2024
doi:10.7910/DVN/QIWQWL,2,3,FALSE,2020
doi:10.7910/DVN/QJ9E9M,21,20,FALSE,2018
doi:10.7910/DVN/QNCRWS,8,7,FALSE,2019
doi:10.7910/DVN/QOVWMM,2,4,FALSE,2021
doi:10.7910/DVN/QQBARG,5,10,FALSE,2017
doi:10.7910/DVN/QQKR3F,1,2,FALSE,2023
doi:10.7910/DVN/QR1EIR,5,6,FALSE,2022
doi:10.7910/DVN/QSXDUN,19,10,FALSE,2017
doi:10.7910/DVN/QTJGR5,2,3,FALSE,2021
doi:10.7910/DVN/QTOIQF,3,4,FALSE,2019
doi:10.7910/DVN/QTUF6D,5,7,FALSE,2021
doi:10.7910/DVN/QUHIIE,1,2,FALSE,2015
doi:10.7910/DVN/QV7AJH,8,9,FALSE,2017
doi:10.7910/DVN/QVLR1C,1,2,FALSE,2020
doi:10.7910/DVN/QWLGGN,10,12,FALSE,2019
doi:10.7910/DVN/QWSLYN,1,2,FALSE,2023
doi:10.7910/DVN/QXJDJ5,4,6,FALSE,2020
doi:10.7910/DVN/QYG8ZI,3,4,FALSE,2019
doi:10.7910/DVN/QYZGEI,21,24,FALSE,2021
doi:10.7910/DVN/QZNGVJ,13,14,FALSE,2019
doi:10.7910/DVN/R0FXPH,1,2,FALSE,2020
doi:10.7910/DVN/R163AN,6,8,FALSE,2017
doi:10.7910/DVN/R2NKL3,2,3,FALSE,2024
doi:10.7910/DVN/R3GZZW,50,31,FALSE,2017
doi:10.7910/DVN/R3XPEJ,37,30,FALSE,2022
doi:10.7910/DVN/R4USRU,28,19,FALSE,2023
doi:10.7910/DVN/R8TUOQ,2,3,FALSE,2021
doi:10.7910/DVN/RAMHWP,7,9,FALSE,2017
doi:10.7910/DVN/RCT2YX,7,10,FALSE,2022
doi:10.7910/DVN/RDU9JR,9,13,FALSE,2022
doi:10.7910/DVN/REXZ8H,4,4,FALSE,2020
doi:10.7910/DVN/RFECVH,6,8,FALSE,2019
doi:10.7910/DVN/RFYOH6,7,8,FALSE,2019
doi:10.7910/DVN/RHM7HX,6,7,FALSE,2023
doi:10.7910/DVN/RIOEAY,2,3,FALSE,2015
doi:10.7910/DVN/RJL2DK,4,5,FALSE,2019
doi:10.7910/DVN/RJY34I,17,18,FALSE,2022
doi:10.7910/DVN/RK5GOH,17,21,TRUE,2023
doi:10.7910/DVN/RKV5ZI,29,31,FALSE,2024
doi:10.7910/DVN/RL5N9Y,1,2,FALSE,2024
doi:10.7910/DVN/RM7VAL,1,2,FALSE,2021
doi:10.7910/DVN/RMHOHL,1,2,FALSE,2016
doi:10.7910/DVN/ROLEY5,2,3,FALSE,2018
doi:10.7910/DVN/ROUWNS,2,3,FALSE,2018
doi:10.7910/DVN/RP8Z94,3,5,FALSE,2019
doi:10.7910/DVN/RQE9SO,5,5,FALSE,2021
doi:10.7910/DVN/RQZWE6,7,8,FALSE,2019
doi:10.7910/DVN/RRBPUD,2,3,FALSE,2019
doi:10.7910/DVN/RSSRRV,9,6,FALSE,2020
doi:10.7910/DVN/RTGDFW,3,4,FALSE,2022
doi:10.7910/DVN/RUQ2KP,108,32,FALSE,2018
doi:10.7910/DVN/RVV8SD,6,7,FALSE,2022
doi:10.7910/DVN/RW10GZ,23,12,FALSE,2017
doi:10.7910/DVN/RWPSHO,3,3,FALSE,2022
doi:10.7910/DVN/RXA4JB,6,6,FALSE,2021
doi:10.7910/DVN/RXOZEZ,2,3,FALSE,2024
doi:10.7910/DVN/RXXQSQ,1,2,FALSE,2019
doi:10.7910/DVN/RYKJKS,1,2,FALSE,2018
doi:10.7910/DVN/RZVMJW,50,53,TRUE,2022
doi:10.7910/DVN/S1EUAF,5,5,FALSE,2020
doi:10.7910/DVN/S2Y1PA,11,7,FALSE,2018
doi:10.7910/DVN/S3CGUV,2,3,FALSE,2022
doi:10.7910/DVN/S3HACJ,7,6,FALSE,2020
doi:10.7910/DVN/S5YMS7,11,11,TRUE,2021
doi:10.7910/DVN/S61MIY,1,2,FALSE,2023
doi:10.7910/DVN/S8LSKA,9,10,FALSE,2021
doi:10.7910/DVN/S9MIJU,1,2,FALSE,2016
doi:10.7910/DVN/SBOMZD,8,7,FALSE,2018
doi:10.7910/DVN/SDSUQG,48,31,FALSE,2024
doi:10.7910/DVN/SEHMGR,31,11,TRUE,2018
doi:10.7910/DVN/SEOCQ0,2,3,FALSE,2019
doi:10.7910/DVN/SFTMNO,30,13,TRUE,2018
doi:10.7910/DVN/SG55BJ,1,2,FALSE,2022
doi:10.7910/DVN/SI0NQF,23,24,FALSE,2022
doi:10.7910/DVN/SIUR6A,42,23,TRUE,2017
doi:10.7910/DVN/SJBWC3,8,6,FALSE,2017
doi:10.7910/DVN/SJI4IA,3,4,FALSE,2018
doi:10.7910/DVN/SKKYFB,1,2,FALSE,2024
doi:10.7910/DVN/SLWCLZ,12,8,FALSE,2021
doi:10.7910/DVN/SMLV5D,9,10,FALSE,2018
doi:10.7910/DVN/SNQG8P,5,7,FALSE,2017
doi:10.7910/DVN/SNW8PV,1,2,FALSE,2018
doi:10.7910/DVN/SQH6IF,4,5,FALSE,2018
doi:10.7910/DVN/SQSTSC,5,5,FALSE,2024
doi:10.7910/DVN/SRPTCV,13,20,FALSE,2017
doi:10.7910/DVN/SS0UEI,7,7,FALSE,2021
doi:10.7910/DVN/SSEN5A,2,3,FALSE,2019
doi:10.7910/DVN/STOQ1Q,41,30,FALSE,2016
doi:10.7910/DVN/STXADQ,10,12,FALSE,2019
doi:10.7910/DVN/SU3R6Y,2,3,FALSE,2024
doi:10.7910/DVN/SUCNTD,4,7,FALSE,2024
doi:10.7910/DVN/SUKHMB,7,5,FALSE,2021
doi:10.7910/DVN/SUPM3R,11,16,FALSE,2016
doi:10.7910/DVN/SUQC9N,2,3,FALSE,2018
doi:10.7910/DVN/SXFB9E,1,2,FALSE,2019
doi:10.7910/DVN/SYYMJ0,1,2,FALSE,2019
doi:10.7910/DVN/SZ3K77,1,2,FALSE,2022
doi:10.7910/DVN/SZFCUJ,3,3,FALSE,2024
doi:10.7910/DVN/SZK4NF,9,7,FALSE,2013
doi:10.7910/DVN/T0R1GE,2,3,FALSE,2021
doi:10.7910/DVN/T1NXVQ,10,9,FALSE,2023
doi:10.7910/DVN/T1TELH,5,6,FALSE,2018
doi:10.7910/DVN/T1WGWG,3,6,FALSE,2012
doi:10.7910/DVN/T21M2M,10,7,FALSE,2019
doi:10.7910/DVN/T5DKRO,1,2,FALSE,2017
doi:10.7910/DVN/T8OYHT,7,6,FALSE,2019
doi:10.7910/DVN/T9AEBN,5,4,FALSE,2021
doi:10.7910/DVN/T9WESH,4,5,FALSE,2017
doi:10.7910/DVN/TBMFDA,9,10,FALSE,2023
doi:10.7910/DVN/TE1YA6,2,4,FALSE,2021
doi:10.7910/DVN/TGJQUL,23,13,FALSE,2021
doi:10.7910/DVN/THBT8N,14,12,FALSE,2024
doi:10.7910/DVN/THU75A,30,11,FALSE,2022
doi:10.7910/DVN/TIXGF8,8,6,FALSE,2016
doi:10.7910/DVN/TJ1ZXX,10,10,FALSE,2018
doi:10.7910/DVN/TJAISA,8,9,FALSE,2023
doi:10.7910/DVN/TJKIWN,24,10,FALSE,2017
doi:10.7910/DVN/TKLSNE,2,3,FALSE,2023
doi:10.7910/DVN/TKU9WH,21,11,FALSE,2017
doi:10.7910/DVN/TLT65Z,4,6,FALSE,2013
doi:10.7910/DVN/TM8ZDB,1,2,FALSE,2024
doi:10.7910/DVN/TMJWIA,12,12,FALSE,2022
doi:10.7910/DVN/TMTCZD,6,8,FALSE,2015
doi:10.7910/DVN/TNFDDX,14,16,FALSE,2020
doi:10.7910/DVN/TNQ7EI,4,5,FALSE,2022
doi:10.7910/DVN/TNWENH,1,2,FALSE,2017
doi:10.7910/DVN/TOP7OV,8,6,FALSE,2020
doi:10.7910/DVN/TQ9TK1,12,8,FALSE,2019
doi:10.7910/DVN/TR4OUK,5,8,FALSE,2017
doi:10.7910/DVN/TR9NAB,2,3,FALSE,2020
doi:10.7910/DVN/TRIEF2,11,13,FALSE,2019
doi:10.7910/DVN/TTE3SQ,2,4,FALSE,2018
doi:10.7910/DVN/TTK06U,1,2,FALSE,2018
doi:10.7910/DVN/TTPEOE,1,2,FALSE,2022
doi:10.7910/DVN/TUSXIG,2,3,FALSE,2020
doi:10.7910/DVN/TVI1AR,5,4,FALSE,2022
doi:10.7910/DVN/TVZQG6,7,8,FALSE,2018
doi:10.7910/DVN/TW5FHR,13,12,FALSE,2013
doi:10.7910/DVN/TWVXKZ,10,8,FALSE,2019
doi:10.7910/DVN/TYJFQD,33,27,TRUE,2021
doi:10.7910/DVN/TYNEDE,13,10,FALSE,2021
doi:10.7910/DVN/TZVDUQ,5,7,FALSE,2022
doi:10.7910/DVN/U07SDB,8,7,FALSE,2019
doi:10.7910/DVN/U090WG,4,7,FALSE,2024
doi:10.7910/DVN/U1CB0K,3,3,FALSE,2017
doi:10.7910/DVN/U4ND12,2,3,FALSE,2023
doi:10.7910/DVN/U6EC8N,14,9,FALSE,2020
doi:10.7910/DVN/UAWGPU,1,2,FALSE,2016
doi:10.7910/DVN/UBU601,9,8,FALSE,2024
doi:10.7910/DVN/UCRHWN,1,2,FALSE,2016
doi:10.7910/DVN/UDUJEI,8,6,FALSE,2013
doi:10.7910/DVN/UDVEXN,1,2,FALSE,2016
doi:10.7910/DVN/UEARI0,30,31,TRUE,2020
doi:10.7910/DVN/UEOK3H,2,4,FALSE,2019
doi:10.7910/DVN/UEYVO1,20,11,FALSE,2024
doi:10.7910/DVN/UFZTYU,16,16,FALSE,2019
doi:10.7910/DVN/UGI0MH,1,2,FALSE,2021
doi:10.7910/DVN/UIFXGX,13,8,FALSE,2020
doi:10.7910/DVN/UJYEAD,1,2,FALSE,2018
doi:10.7910/DVN/ULTUUC,4,5,FALSE,2017
doi:10.7910/DVN/UMP7YP,10,10,FALSE,2020
doi:10.7910/DVN/UMSSKG,11,7,FALSE,2019
doi:10.7910/DVN/UNWIHE,1,2,FALSE,2018
doi:10.7910/DVN/UOABFB,6,6,FALSE,2017
doi:10.7910/DVN/UPHCUE,1,2,FALSE,2022
doi:10.7910/DVN/UPSRNO,3,4,FALSE,2015
doi:10.7910/DVN/UQAIZI,1,2,FALSE,2017
doi:10.7910/DVN/UQDLUB,2,3,FALSE,2023
doi:10.7910/DVN/USYADS,25,17,FALSE,2023
doi:10.7910/DVN/UTJGTF,7,8,FALSE,2017
doi:10.7910/DVN/UTPOTW,2,3,FALSE,2020
doi:10.7910/DVN/UTRXT7,9,6,FALSE,2021
doi:10.7910/DVN/UV7ZPZ,1,2,FALSE,2017
doi:10.7910/DVN/UW9NBY,2,4,FALSE,2024
doi:10.7910/DVN/UXB857,3,4,FALSE,2023
